,Model,Fold,label,balanced,metric,on,value
299,NaiveMean,9,Group Size Disparity,False,SMAPE,low,2.0
300,NaiveMean,0,Prevalence Disparity,True,MAE,all,0.8512073794985556
301,NaiveMean,0,Prevalence Disparity,True,MAE,high,0.8872469266994366
302,NaiveMean,0,Prevalence Disparity,True,MAE,low,0.8151678322976748
303,NaiveMean,0,Prevalence Disparity,True,MSE,all,1.21097797030974
304,NaiveMean,0,Prevalence Disparity,True,MSE,high,1.6817686546104191
305,NaiveMean,0,Prevalence Disparity,True,MSE,low,0.7401872860090609
306,NaiveMean,0,Prevalence Disparity,True,RMSE,all,1.100444442173134
307,NaiveMean,0,Prevalence Disparity,True,RMSE,high,1.2968302335349908
308,NaiveMean,0,Prevalence Disparity,True,RMSE,low,0.8603413775990673
309,NaiveMean,0,Prevalence Disparity,True,MAPE,all,1.7066516049715288
310,NaiveMean,0,Prevalence Disparity,True,MAPE,high,1.1713886270090732
311,NaiveMean,0,Prevalence Disparity,True,MAPE,low,2.2419145829339846
312,NaiveMean,0,Prevalence Disparity,True,SMAPE,all,1.5512028537170777
313,NaiveMean,0,Prevalence Disparity,True,SMAPE,high,1.1024057074341551
314,NaiveMean,0,Prevalence Disparity,True,SMAPE,low,2.0
315,NaiveMean,1,Prevalence Disparity,True,MAE,all,0.824067435203943
316,NaiveMean,1,Prevalence Disparity,True,MAE,high,0.8132229834887644
317,NaiveMean,1,Prevalence Disparity,True,MAE,low,0.8349118869191217
318,NaiveMean,1,Prevalence Disparity,True,MSE,all,1.0984165842299745
319,NaiveMean,1,Prevalence Disparity,True,MSE,high,1.425260539994875
320,NaiveMean,1,Prevalence Disparity,True,MSE,low,0.7715726284650739
321,NaiveMean,1,Prevalence Disparity,True,RMSE,all,1.048053712473733
322,NaiveMean,1,Prevalence Disparity,True,RMSE,high,1.1938427618387921
323,NaiveMean,1,Prevalence Disparity,True,RMSE,low,0.878392069901063
324,NaiveMean,1,Prevalence Disparity,True,MAPE,all,1.8255764788052793
325,NaiveMean,1,Prevalence Disparity,True,MAPE,high,1.431874006356218
326,NaiveMean,1,Prevalence Disparity,True,MAPE,low,2.2192789512543403
327,NaiveMean,1,Prevalence Disparity,True,SMAPE,all,1.5189367883435543
328,NaiveMean,1,Prevalence Disparity,True,SMAPE,high,1.0378735766871086
329,NaiveMean,1,Prevalence Disparity,True,SMAPE,low,2.0
330,NaiveMean,2,Prevalence Disparity,True,MAE,all,0.8433343654880946
331,NaiveMean,2,Prevalence Disparity,True,MAE,high,0.8561779397961011
332,NaiveMean,2,Prevalence Disparity,True,MAE,low,0.8304907911800881
333,NaiveMean,2,Prevalence Disparity,True,MSE,all,1.1354521134012916
334,NaiveMean,2,Prevalence Disparity,True,MSE,high,1.504555272442403
335,NaiveMean,2,Prevalence Disparity,True,MSE,low,0.7663489543601805
336,NaiveMean,2,Prevalence Disparity,True,RMSE,all,1.0655759538396554
337,NaiveMean,2,Prevalence Disparity,True,RMSE,high,1.2266031438254197
338,NaiveMean,2,Prevalence Disparity,True,RMSE,low,0.8754135904589215
339,NaiveMean,2,Prevalence Disparity,True,MAPE,all,2.1661674811681952
340,NaiveMean,2,Prevalence Disparity,True,MAPE,high,2.3926287939442865
341,NaiveMean,2,Prevalence Disparity,True,MAPE,low,1.9397061683921033
342,NaiveMean,2,Prevalence Disparity,True,SMAPE,all,1.541497543642491
343,NaiveMean,2,Prevalence Disparity,True,SMAPE,high,1.0829950872849818
344,NaiveMean,2,Prevalence Disparity,True,SMAPE,low,2.0
345,NaiveMean,3,Prevalence Disparity,True,MAE,all,0.8509191835957328
346,NaiveMean,3,Prevalence Disparity,True,MAE,high,0.8662967451987047
347,NaiveMean,3,Prevalence Disparity,True,MAE,low,0.835541621992761
348,NaiveMean,3,Prevalence Disparity,True,MSE,all,1.1931702268048143
349,NaiveMean,3,Prevalence Disparity,True,MSE,high,1.6131830423733773
350,NaiveMean,3,Prevalence Disparity,True,MSE,low,0.7731574112362516
351,NaiveMean,3,Prevalence Disparity,True,RMSE,all,1.0923233160583978
352,NaiveMean,3,Prevalence Disparity,True,RMSE,high,1.2701114291169013
353,NaiveMean,3,Prevalence Disparity,True,RMSE,low,0.8792937002141273
354,NaiveMean,3,Prevalence Disparity,True,MAPE,all,1.7743566193820925
355,NaiveMean,3,Prevalence Disparity,True,MAPE,high,1.3634172930543673
356,NaiveMean,3,Prevalence Disparity,True,MAPE,low,2.1852959457098176
357,NaiveMean,3,Prevalence Disparity,True,SMAPE,all,1.5371366746001915
358,NaiveMean,3,Prevalence Disparity,True,SMAPE,high,1.074273349200383
359,NaiveMean,3,Prevalence Disparity,True,SMAPE,low,2.0
360,NaiveMean,4,Prevalence Disparity,True,MAE,all,0.8220635501568122
361,NaiveMean,4,Prevalence Disparity,True,MAE,high,0.8169535978705894
362,NaiveMean,4,Prevalence Disparity,True,MAE,low,0.8271735024430351
363,NaiveMean,4,Prevalence Disparity,True,MSE,all,1.054824975543506
364,NaiveMean,4,Prevalence Disparity,True,MSE,high,1.3527569261340837
365,NaiveMean,4,Prevalence Disparity,True,MSE,low,0.7568930249529285
366,NaiveMean,4,Prevalence Disparity,True,RMSE,all,1.0270467251023714
367,NaiveMean,4,Prevalence Disparity,True,RMSE,high,1.163080790888614
368,NaiveMean,4,Prevalence Disparity,True,RMSE,low,0.8699959913430225
369,NaiveMean,4,Prevalence Disparity,True,MAPE,all,1.8414781533426643
